Name	Sequence Accession	Complete Genome	Segment	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	
HA	CY058556	Yes	4	1720	H1N1	08/18/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2093.01/2009(H1N1)	
HA	CY058108	Yes	4	1734	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2152.01/2009(H1N1)	
HA	CY072606	Yes	4	1734	H1N1	08/17/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2155.01/2009(H1N1)	
HA	CY072646	Yes	4	1734	H1N1	08/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2275.01/2009(H1N1)	
HA	CY058612	Yes	4	1721	H1N1	08/18/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2323.02/2009(H1N1)	
HA	CY058156	Yes	4	1734	H1N1	06/16/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2330.02/2009(H1N1)	
HA	CY072662	Yes	4	1734	H1N1	08/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2339.03/2009(H1N1)	
HA	CY041210	Yes	4	1728	H1N1	02/15/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2512.01/2008(H1N1)	
HA	CY039143	Yes	4	1698	H1N1	11/01/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/254.01/2008	
HA	CY072614	Yes	4	1734	H1N1	08/07/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2604.02/2009(H1N1)	
HA	CY072838	Yes	4	1734	H1N1	07/16/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/265.01/2009(H1N1)	
HA	CY072910	Yes	4	1734	H1N1	06/05/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2652.01/2009(H1N1)	
HA	CY073885	Yes	4	1734	H1N1	07/07/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2729.02/2009(H1N1)	
HA	CY072966	Yes	4	1734	H1N1	06/05/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2750.01/2009(H1N1)	
HA	CY040234	No	4	1722	H1N1	10/11/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2860.01/2008(H1N1)	
HA	CY072766	Yes	4	1734	H1N1	08/20/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/287.01/2009(H1N1)	
HA	CY072742	Yes	4	1734	H1N1	09/02/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2958.01/2009(H1N1)	
HA	CY073553	Yes	4	1734	H1N1	07/29/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2978.04/2009(H1N1)	
HA	CY072870	Yes	4	1734	H1N1	08/20/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/2999.03/2009(H1N1)	
HA	CY072694	Yes	4	1734	H1N1	10/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3013.01/2009(H1N1)	
HA	CY073513	Yes	4	1734	H1N1	09/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3014.02/2009(H1N1)	
HA	CY039471	Yes	4	1721	H1N1	06/24/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3027.01/2008(H1N1)	
HA	CY039119	Yes	4	1719	H1N1	06/09/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3029.01/2008	
HA	CY073545	Yes	4	1734	H1N1	08/10/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3083.01/2009(H1N1)	
HA	CY040266	Yes	4	1725	H1N1	10/30/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/309.01/2008(H1N1)	
HA	CY056387	Yes	4	1734	H1N1	06/01/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3119.01/2009(H1N1)	
HA	CY040250	Yes	4	1731	H1N1	08/07/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3153.01/2008(H1N1)	
HA	CY040162	Yes	4	1731	H1N1	06/09/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3180.01/2008(H1N1)	
HA	CY058180	Yes	4	1734	H1N1	06/29/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3189.01/2009(H1N1)	
HA	CY072894	Yes	4	1734	H1N1	07/16/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3214.04/2009(H1N1)	
HA	CY073657	Yes	4	1734	H1N1	07/27/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3225.03/2009(H1N1)	
HA	CY072574	Yes	4	1734	H1N1	07/24/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3231.02/2009(H1N1)	
HA	CY058252	Yes	4	1734	H1N1	08/18/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3244.01/2009(H1N1)	
HA	CY089379	Yes	4	1734	H1N1	03/25/2010	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3246.01/2010(H1N1)	
HA	CY058244	Yes	4	1734	H1N1	08/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3275.01/2009(H1N1)	
HA	CY040242	No	4	1698	H1N1	01/07/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3307.01/2008(H1N1)	
HA	CY072718	Yes	4	1734	H1N1	08/12/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3359.01/2009(H1N1)	
HA	CY043736	Yes	4	1698	H1N1	10/11/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3418.01/2008(H1N1)	
HA	CY072814	Yes	4	1734	H1N1	08/24/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3421.02/2009(H1N1)	
HA	CY072902	Yes	4	1734	H1N1	08/27/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3434.02/2009(H1N1)	
HA	CY058596	Yes	4	1721	H1N1	08/18/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3435.01/2009(H1N1)	
HA	CY072854	Yes	4	1734	H1N1	07/21/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3438.02/2009(H1N1)	
HA	CY069282	Yes	4	1734	H1N1	07/24/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3467.01/2009(H1N1)	
HA	CY073697	Yes	4	1734	H1N1	07/14/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3490.03/2009(H1N1)	
HA	CY072974	Yes	4	1734	H1N1	08/31/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3507.01/2009(H1N1)	
HA	CY040290	Yes	4	1734	H1N1	06/27/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3570.01/2008(H1N1)	
HA	CY072638	Yes	4	1734	H1N1	08/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3642.04/2009(H1N1)	
HA	CY090089	Yes	4	1734	H1N1	09/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3755.03/2009	
HA	CY040258	Yes	4	1698	H1N1	08/16/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/3759.02/2008(H1N1)	
HA	CY073537	Yes	4	1734	H1N1	08/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4012.01/2009(H1N1)	
HA	CY058164	Yes	4	1734	H1N1	06/05/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4016.02/2009(H1N1)	
HA	CY044421	Yes	4	1723	H1N1	06/20/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4017.02/2008(H1N1)	
HA	CY038535	Yes	4	1704	H1N1	06/09/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4032.01/2008(H1N1)	
HA	CY090081	No	4	1734	H1N1	09/03/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4032.03/2009	
HA	CY072926	Yes	4	1734	H1N1	08/31/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4063.01/2009(H1N1)	
HA	CY073585	Yes	4	1734	H1N1	08/08/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4064.01/2009(H1N1)	
HA	CY044405	Yes	4	1742	H1N1	06/11/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4070.01/2008(H1N1)	
HA	CY090073	No	4	1734	H1N1	10/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4076.03/2009	
HA	CY058148	Yes	4	1734	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4085.02/2009(H1N1)	
HA	CY039479	Yes	4	1740	H1N1	06/25/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4086.02/2008(H1N1)	
HA	CY072862	Yes	4	1734	H1N1	08/22/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4147.01/2009(H1N1)	
HA	CY072582	Yes	4	1734	H1N1	08/12/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4186.02/2009(H1N1)	
HA	CY072566	Yes	4	1734	H1N1	07/06/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4197.01/2009(H1N1)	
HA	CY073665	Yes	4	1734	H1N1	08/28/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4209.04/2009(H1N1)	
HA	CY058564	Yes	4	1721	H1N1	08/17/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4218.01/2009(H1N1)	
HA	CY039447	Yes	4	1723	H1N1	10/25/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4315.04/2008(H1N1)	
HA	CY072798	Yes	4	1739	H1N1	08/22/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/432.01/2009(H1N1)	
HA	CY040178	Yes	4	1735	H1N1	06/09/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4341.01/2008(H1N1)	
HA	CY072758	Yes	4	1734	H1N1	07/02/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/435.01/2009(H1N1)	
HA	CY044389	No	4	1707	H1N1	07/01/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4359.01/2008(H1N1)	
HA	CY072726	Yes	4	1734	H1N1	07/27/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4407.02/2009(H1N1)	
HA	CY040282	Yes	4	1731	H1N1	11/06/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4412.01/2008(H1N1)	
HA	CY043792	Yes	4	1721	H1N1	11/18/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4444.01/2008(H1N1)	
HA	CY073601	Yes	4	1736	H1N1	08/04/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4451.02/2009(H1N1)	
HA	CY054691	Yes	4	1734	H1N1	06/01/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4467.05/2009(H1N1)	
HA	CY072558	Yes	4	1734	H1N1	08/03/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/451.01/2009(H1N1)	
HA	CY058532	Yes	4	1734	H1N1	06/21/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4514.03/2009(H1N1)	
HA	CY038927	Yes	4	1725	H1N1	11/03/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4537.03/2008	
HA	CY072654	Yes	4	1734	H1N1	08/16/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4570.01/2009(H1N1)	
HA	CY073649	Yes	4	1734	H1N1	07/22/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4590.03/2009(H1N1)	
HA	CY072878	Yes	4	1734	H1N1	07/12/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4606.06/2009(H1N1)	
HA	CY090057	No	4	1734	H1N1	10/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4606.07/2009	
HA	CY058540	Yes	4	1734	H1N1	06/26/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/462.01/2009(H1N1)	
HA	CY073529	Yes	4	1734	H1N1	07/27/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/466.01/2009(H1N1)	
HA	CY072846	Yes	4	1734	H1N1	08/19/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4702.04/2009(H1N1)	
HA	CY058236	Yes	4	1734	H1N1	08/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/473.02/2009(H1N1)	
HA	CY073681	Yes	4	1734	H1N1	09/01/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4736.02/2009(H1N1)	
HA	CY073617	Yes	4	1734	H1N1	07/22/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4747.01/2009(H1N1)	
HA	CY058572	Yes	4	1721	H1N1	08/18/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4757.02/2009(H1N1)	
HA	CY090065	No	4	1734	H1N1	09/17/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4877.02/2009	
HA	CY058524	Yes	4	1734	H1N1	06/05/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4905.02/2009(H1N1)	
HA	CY040274	Yes	4	1737	H1N1	10/06/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4924.01/2008(H1N1)	
HA	CY058548	Yes	4	1720	H1N1	06/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4935.03/2009(H1N1)	
HA	CY069250	Yes	4	1734	H1N1	07/06/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4943.09/2009(H1N1)	
HA	CY069290	Yes	4	1734	H1N1	07/24/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4951.02/2009(H1N1)	
HA	CY044413	Yes	4	1721	H1N1	08/28/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/496.01/2008(H1N1)	
HA	CY073633	Yes	4	1734	H1N1	07/28/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4960.01/2009(H1N1)	
HA	CY072918	Yes	4	1734	H1N1	09/10/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/4972.02/2009(H1N1)	
HA	CY043800	Yes	4	1721	H1N1	08/07/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5007.01/2008(H1N1)	
HA	CY072702	Yes	4	1734	H1N1	08/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5036.01/2009(H1N1)	
HA	CY072822	Yes	4	1734	H1N1	09/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5115.01/2009(H1N1)	
HA	CY073561	Yes	4	1734	H1N1	08/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5119.06/2009(H1N1)	
HA	CY058132	Yes	4	1734	H1N1	06/08/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/516.01/2009(H1N1)	
HA	CY039127	Yes	4	1723	H1N1	06/08/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/521.01/2008	
HA	CY069274	Yes	4	1734	H1N1	08/11/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5212.04/2009(H1N1)	
HA	CY039455	Yes	4	1720	H1N1	07/25/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5214.01/2008(H1N1)	
HA	CY058220	Yes	4	1734	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5221.03/2009(H1N1)	
HA	CY072750	Yes	4	1734	H1N1	08/22/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5227.04/2009(H1N1)	
HA	CY073569	Yes	4	1734	H1N1	08/05/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5230.01/2009(H1N1)	
HA	CY072774	Yes	4	1734	H1N1	07/02/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5235.03/2009(H1N1)	
HA	CY073673	Yes	4	1734	H1N1	08/31/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5248.03/2009(H1N1)	
HA	CY072950	Yes	4	1734	H1N1	09/29/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5258.02/2009(H1N1)	
HA	CY072990	Yes	4	1734	H1N1	08/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/527.04/2009(H1N1)	
HA	CY072982	Yes	4	1734	H1N1	06/20/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5273.02/2009(H1N1)	
HA	CY073593	Yes	4	1734	H1N1	07/23/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5295.02/2009(H1N1)	
HA	CY072710	Yes	4	1734	H1N1	08/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5307.01/2009(H1N1)	
HA	CY072622	Yes	4	1734	H1N1	07/27/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5339.04/2009(H1N1)	
HA	CY058228	Yes	4	1734	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5363.02/2009(H1N1)	
HA	CY069258	Yes	4	1734	H1N1	07/21/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5364.01/2009(H1N1)	
HA	CY039151	Yes	4	1728	H1N1	11/04/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5380.01/2008	
HA	CY073521	Yes	4	1734	H1N1	08/07/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5399.04/2009(H1N1)	
HA	CY072782	Yes	4	1734	H1N1	09/16/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5401.01/2009(H1N1)	
HA	CY058124	Yes	4	1734	H1N1	06/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5453.01/2009(H1N1)	
HA	CY072686	Yes	4	1739	H1N1	08/10/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/554.01/2009(H1N1)	
HA	CY058188	Yes	4	1734	H1N1	06/30/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5586.01/2009(H1N1)	
HA	CY072934	Yes	4	1734	H1N1	09/14/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5590.02/2009(H1N1)	
HA	CY073625	Yes	4	1734	H1N1	08/08/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5595.03/2009(H1N1)	
HA	CY058140	Yes	4	1734	H1N1	06/22/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5665.01/2009(H1N1)	
HA	CY089371	Yes	4	1734	H1N1	03/19/2010	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5708.01/2010(H1N1)	
HA	CY072806	Yes	4	1734	H1N1	09/05/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/572.02/2009(H1N1)	
HA	CY058604	Yes	4	1721	H1N1	08/15/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5747.02/2009(H1N1)	
HA	CY043776	No	4	1722	H1N1	11/11/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5751.01/2008(H1N1)	
HA	CY058212	Yes	4	1734	H1N1	06/12/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/578.01/2009(H1N1)	
HA	CY072958	Yes	4	1743	H1N1	07/12/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/585.01/2009(H1N1)	
HA	CY073689	Yes	4	1734	H1N1	09/08/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/5953.01/2009(H1N1)	
HA	CY057222	Yes	4	1734	H1N1	06/25/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/611.01/2009(H1N1)	
HA	CY058588	Yes	4	1721	H1N1	08/25/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/65.02/2009(H1N1)	
HA	CY058092	Yes	4	1734	H1N1	06/12/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/655.02/2009(H1N1)	
HA	CY058204	Yes	4	1734	H1N1	06/25/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/791.03/2009(H1N1)	
HA	CY058172	Yes	4	1734	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/792.01/2009(H1N1)	
HA	CY073577	Yes	4	1734	H1N1	08/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/921.02/2009(H1N1)	
HA	CY043784	Yes	4	1725	H1N1	07/01/2008	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/954.02/2008(H1N1)	
HA	CY058580	Yes	4	1721	H1N1	08/18/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/989.01/2009(H1N1)	
HA	CY083471	No	4	1701	H1N1	06/06/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/WRAIR1689P/2009(H1N1)	
HA	CY083503	Yes	4	1701	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/WRAIR1693P/2009(H1N1)	
HA	CY083599	Yes	4	1701	H1N1	06/06/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/WRAIR8964F/2009(H1N1)	
HA	CY083607	No	4	1701	H1N1	06/13/2009	IRD:Human	Nicaragua	-N/A-	-N/A-	A/Managua/WRAIR8997F/2009(H1N1)	
HA	KF761458	No	4	1701	H1N1	01/25/2013	IRD:Human	Canada	-N/A-	12-13	A/Manitoba/13/2013	
HA	JQ914823	No	4	1701	H1N1	01/2011	IRD:Human	Venezuela	-N/A-	-N/A-	A/Maracay/IVE00080/2011	
HA	CY100964	No	4	1730	H1N1	09/03/2008	IRD:Human	Venezuela	-N/A-	-N/A-	A/Maracay/WRAIR1729P/2008	
HA	KP067761	No	4	1713	H1N1	04/11/2014	IRD:Human	Brazil	-N/A-	-N/A-	A/Maranhao/129445-IEC/2014	
HA	KC881308	No	4	1724	H1N1	02/25/2013	IRD:Human	Germany	-N/A-	12-13	A/Marburg/1/2013	
HA	KC842166	No	4	1701	H1N1	03/06/2011	IRD:Human	Iran	-N/A-	-N/A-	A/Marivan/5714/2011	
HA	MG230336	No	4	1701	H1N1	11/07/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0180/2015	
HA	MG230337	No	4	1701	H1N1	11/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0189/2015	
HA	MG230340	No	4	1701	H1N1	11/16/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0217/2015	
HA	MG230346	No	4	1701	H1N1	11/17/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0249/2015	
HA	MG230348	No	4	1701	H1N1	11/17/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0257/2015	
HA	MG230347	No	4	1701	H1N1	11/17/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0264/2015	
HA	MG230358	No	4	1701	H1N1	11/22/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0333/2015	
HA	MG230359	No	4	1701	H1N1	11/22/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0335/2015	
HA	MG230362	No	4	1701	H1N1	11/22/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0352/2015	
HA	MG230363	No	4	1701	H1N1	11/22/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0355/2015	
HA	MG230368	No	4	1701	H1N1	11/23/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0503/2015	
HA	MG230372	No	4	1701	H1N1	11/25/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0675/2015	
HA	MG230391	No	4	1701	H1N1	12/02/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0785/2015	
HA	MG230384	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0803/2015	
HA	MG230385	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0804/2015	
HA	MG230388	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0805/2015	
HA	MG230392	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0808/2015	
HA	MG230386	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0828/2015	
HA	MG230387	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0830/2015	
HA	MG230393	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0831/2015	
HA	MG230394	No	4	1701	H1N1	12/12/2015	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0834/2015	
HA	MG230395	No	4	1701	H1N1	01/02/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0881/2016	
HA	MG230401	No	4	1701	H1N1	01/05/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0974/2016	
HA	MG230402	No	4	1701	H1N1	01/05/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/0985/2016	
HA	MG230404	No	4	1701	H1N1	01/06/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1054/2016	
HA	MG230409	No	4	1701	H1N1	01/15/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1190/2016	
HA	MG230410	No	4	1701	H1N1	01/15/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1196/2016	
HA	MG230411	No	4	1701	H1N1	01/15/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1197/2016	
HA	MG230412	No	4	1701	H1N1	01/15/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1198/2016	
HA	MG230433	No	4	1701	H1N1	01/16/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1226/2016	
HA	MG230416	No	4	1701	H1N1	01/16/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1266/2016	
HA	MG230417	No	4	1701	H1N1	01/20/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1285/2016	
HA	MG230418	No	4	1701	H1N1	01/20/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1286/2016	
HA	MG230419	No	4	1701	H1N1	01/20/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1287/2016	
HA	MG230423	No	4	1701	H1N1	01/26/2016	IRD:Human	Iran	-N/A-	-N/A-	A/Markazi/1378/2016	
HA	EU199325	No	4	1698	H1N1	01/30/2007	IRD:Human	USA	Maryland	06-07	A/Maryland/01/2007	
HA	EU716596	No	4	1727	H1N1	01/04/2008	IRD:Human	USA	Maryland	07-08	A/Maryland/01/2008	
HA	GQ476026	No	4	1698	H1N1	01/18/2009	IRD:Human	USA	Maryland	08-09	A/Maryland/01/2009(H1N1)	
