"","Var1","Freq","site"
"1679","2020-03-31",7,"439"
"1680","2020-04-01",6,"439"
"1681","2020-04-02",3,"439"
"1682","2020-04-03",9,"439"
"1683","2020-04-04",5,"439"
"1684","2020-04-05",11,"439"
"1685","2020-04-06",11,"439"
"1686","2020-04-07",11,"439"
"1687","2020-04-08",16,"439"
"1688","2020-04-09",16,"439"
"1689","2020-04-10",14,"439"
"1690","2020-04-11",14,"439"
"1691","2020-04-12",8,"439"
"1692","2020-04-13",13,"439"
"1693","2020-04-14",15,"439"
"1694","2020-04-15",15,"439"
"1695","2020-04-16",24,"439"
"1696","2020-04-17",15,"439"
"1697","2020-04-18",12,"439"
"1698","2020-04-20",7,"439"
"1699","2020-04-21",21,"439"
"1700","2020-04-22",20,"439"
"1701","2020-04-23",21,"439"
"1702","2020-04-24",19,"439"
"1703","2020-04-25",10,"439"
"1704","2020-04-26",7,"439"
"1705","2020-04-27",5,"439"
"1706","2020-04-28",1,"439"
"1707","2020-04-29",3,"439"
"1708","2020-04-30",5,"439"
"1709","2020-05-01",4,"439"
"1710","2020-05-02",4,"439"
"1711","2020-05-03",5,"439"
"1712","2020-05-04",2,"439"
"1713","2020-05-05",3,"439"
"1714","2020-05-06",6,"439"
"1715","2020-05-07",5,"439"
"1716","2020-05-08",5,"439"
"1717","2020-05-09",7,"439"
"1718","2020-05-10",5,"439"
"1719","2020-05-11",4,"439"
"1720","2020-05-12",9,"439"
"1721","2020-05-13",7,"439"
"1722","2020-05-14",7,"439"
"1723","2020-05-15",4,"439"
"1724","2020-05-16",5,"439"
"1725","2020-05-17",4,"439"
"1726","2020-05-18",19,"439"
"1727","2020-05-19",11,"439"
"1728","2020-05-21",3,"439"
"1729","2020-05-22",4,"439"
"1730","2020-05-23",2,"439"
"1731","2020-05-24",2,"439"
"1732","2020-05-25",2,"439"
"1733","2020-05-27",3,"439"
"1734","2020-05-28",1,"439"
"1735","2020-05-30",1,"439"
"1736","2020-05-31",2,"439"
"1737","2020-06-01",2,"439"
"1738","2020-06-02",2,"439"
"1739","2020-06-03",1,"439"
"1740","2020-06-05",5,"439"
"1741","2020-06-07",1,"439"
"1742","2020-06-09",2,"439"
"1743","2020-06-16",1,"439"
"1744","2020-06-17",1,"439"
"1745","2020-06-18",1,"439"
"1746","2020-06-20",1,"439"
"1747","2020-06-23",2,"439"
"1748","2020-06-26",1,"439"
"1749","2020-06-30",1,"439"
"1750","2020-07-01",1,"439"
"1751","2020-07-03",2,"439"
"1752","2020-07-05",1,"439"
"1753","2020-07-06",2,"439"
"1754","2020-07-07",2,"439"
"1755","2020-07-12",1,"439"
"1756","2020-07-13",2,"439"
"1757","2020-07-14",3,"439"
"1758","2020-07-15",2,"439"
"1759","2020-07-16",5,"439"
"1760","2020-07-17",1,"439"
"1761","2020-07-18",1,"439"
"1762","2020-07-20",2,"439"
"1763","2020-07-21",1,"439"
"1764","2020-07-22",4,"439"
"1765","2020-07-23",4,"439"
"1766","2020-07-24",5,"439"
"1767","2020-07-25",4,"439"
"1768","2020-07-26",1,"439"
"1769","2020-07-28",3,"439"
"1770","2020-07-29",2,"439"
"1771","2020-07-30",5,"439"
"1772","2020-07-31",5,"439"
"1773","2020-08-01",17,"439"
"1774","2020-08-02",5,"439"
"1775","2020-08-03",12,"439"
"1776","2020-08-04",4,"439"
"1777","2020-08-05",22,"439"
"1778","2020-08-06",5,"439"
"1779","2020-08-07",3,"439"
"1780","2020-08-08",2,"439"
"1781","2020-08-09",6,"439"
"1782","2020-08-10",23,"439"
"1783","2020-08-11",13,"439"
"1784","2020-08-12",13,"439"
"1785","2020-08-13",28,"439"
"1786","2020-08-14",11,"439"
"1787","2020-08-15",10,"439"
"1788","2020-08-16",7,"439"
"1789","2020-08-17",32,"439"
"1790","2020-08-18",31,"439"
"1791","2020-08-19",11,"439"
"1792","2020-08-20",38,"439"
"1793","2020-08-21",19,"439"
"1794","2020-08-22",3,"439"
"1795","2020-08-23",9,"439"
"1796","2020-08-24",32,"439"
"1797","2020-08-25",22,"439"
"1798","2020-08-26",37,"439"
"1799","2020-08-27",38,"439"
"1800","2020-08-28",20,"439"
"1801","2020-08-29",14,"439"
"1802","2020-08-30",38,"439"
"1803","2020-08-31",60,"439"
"1804","2020-09-01",20,"439"
"1805","2020-09-02",21,"439"
"1806","2020-09-03",20,"439"
"1807","2020-09-04",18,"439"
"1808","2020-09-05",9,"439"
"1809","2020-09-06",9,"439"
"1810","2020-09-07",48,"439"
"1811","2020-09-08",14,"439"
"1812","2020-09-09",28,"439"
"1813","2020-09-10",51,"439"
"1814","2020-09-11",16,"439"
"1815","2020-09-12",4,"439"
"1816","2020-09-13",5,"439"
"1817","2020-09-14",129,"439"
"1818","2020-09-15",7,"439"
"1819","2020-09-16",51,"439"
"1820","2020-09-17",30,"439"
"1821","2020-09-18",26,"439"
"1822","2020-09-19",32,"439"
"1823","2020-09-20",31,"439"
"1824","2020-09-21",148,"439"
"1825","2020-09-22",36,"439"
"1826","2020-09-23",38,"439"
"1827","2020-09-24",95,"439"
"1828","2020-09-25",50,"439"
"1829","2020-09-26",5,"439"
"1830","2020-09-27",25,"439"
"1831","2020-09-28",65,"439"
"1832","2020-09-29",23,"439"
"1833","2020-09-30",36,"439"
"1834","2020-10",1,"439"
"1835","2020-10-01",63,"439"
"1836","2020-10-02",31,"439"
"1837","2020-10-03",29,"439"
"1838","2020-10-04",18,"439"
"1839","2020-10-05",109,"439"
"1840","2020-10-06",78,"439"
"1841","2020-10-07",72,"439"
"1842","2020-10-08",38,"439"
"1843","2020-10-09",58,"439"
"1844","2020-10-10",25,"439"
"1845","2020-10-11",33,"439"
"1846","2020-10-12",238,"439"
"1847","2020-10-13",54,"439"
"1848","2020-10-14",68,"439"
"1849","2020-10-15",76,"439"
"1850","2020-10-16",35,"439"
"1851","2020-10-17",39,"439"
"1852","2020-10-18",24,"439"
"1853","2020-10-19",94,"439"
"1854","2020-10-20",74,"439"
"1855","2020-10-21",127,"439"
"1856","2020-10-22",89,"439"
"1857","2020-10-23",55,"439"
"1858","2020-10-24",62,"439"
"1859","2020-10-25",32,"439"
"1860","2020-10-26",363,"439"
"1861","2020-10-27",46,"439"
"1862","2020-10-28",26,"439"
"1863","2020-10-29",62,"439"
"1864","2020-10-30",79,"439"
"1865","2020-10-31",34,"439"
"1866","2020-11",29,"439"
"1867","2020-11-01",87,"439"
"1868","2020-11-02",321,"439"
"1869","2020-11-03",60,"439"
"1870","2020-11-04",81,"439"
"1871","2020-11-05",75,"439"
"1872","2020-11-06",66,"439"
"1873","2020-11-07",30,"439"
"1874","2020-11-08",75,"439"
"1875","2020-11-09",171,"439"
"1876","2020-11-10",68,"439"
"1877","2020-11-11",73,"439"
"1878","2020-11-12",73,"439"
"1879","2020-11-13",84,"439"
"1880","2020-11-14",61,"439"
"1881","2020-11-15",39,"439"
"1882","2020-11-16",199,"439"
"1883","2020-11-17",66,"439"
"1884","2020-11-18",84,"439"
"1885","2020-11-19",45,"439"
"1886","2020-11-20",38,"439"
"1887","2020-11-21",34,"439"
"1888","2020-11-22",33,"439"
"1889","2020-11-23",286,"439"
"1890","2020-11-24",46,"439"
"1891","2020-11-25",44,"439"
"1892","2020-11-26",32,"439"
"1893","2020-11-27",48,"439"
"1894","2020-11-28",37,"439"
"1895","2020-11-29",23,"439"
"1896","2020-11-30",408,"439"
"1897","2020-12",9,"439"
"1898","2020-12-01",54,"439"
"1899","2020-12-02",63,"439"
"1900","2020-12-03",65,"439"
"1901","2020-12-04",42,"439"
"1902","2020-12-05",18,"439"
"1903","2020-12-06",32,"439"
"1904","2020-12-07",574,"439"
"1905","2020-12-08",56,"439"
"1906","2020-12-09",57,"439"
"1907","2020-12-10",102,"439"
"1908","2020-12-11",83,"439"
"1909","2020-12-12",25,"439"
"1910","2020-12-13",39,"439"
"1911","2020-12-14",751,"439"
"1912","2020-12-15",72,"439"
"1913","2020-12-16",84,"439"
"1914","2020-12-17",96,"439"
"1915","2020-12-18",92,"439"
"1916","2020-12-19",54,"439"
"1917","2020-12-20",53,"439"
"1918","2020-12-21",477,"439"
"1919","2020-12-22",160,"439"
"1920","2020-12-23",182,"439"
"1921","2020-12-24",112,"439"
"1922","2020-12-25",67,"439"
"1923","2020-12-26",86,"439"
"1924","2020-12-27",92,"439"
"1925","2020-12-28",612,"439"
"1926","2020-12-29",195,"439"
"1927","2020-12-30",148,"439"
"1928","2020-12-31",82,"439"
"1929","2021",359,"439"
"1930","2021-01",290,"439"
"1931","2021-01-01",62,"439"
"1932","2021-01-02",53,"439"
"1933","2021-01-03",98,"439"
"1934","2021-01-04",610,"439"
"1935","2021-01-05",134,"439"
"1936","2021-01-06",125,"439"
"1937","2021-01-07",101,"439"
"1938","2021-01-08",113,"439"
"1939","2021-01-09",85,"439"
"1940","2021-01-10",61,"439"
"1941","2021-01-11",542,"439"
"1942","2021-01-12",149,"439"
"1943","2021-01-13",137,"439"
"1944","2021-01-14",120,"439"
"1945","2021-01-15",157,"439"
"1946","2021-01-16",102,"439"
"1947","2021-01-17",83,"439"
"1948","2021-01-18",492,"439"
"1949","2021-01-19",199,"439"
"1950","2021-01-20",201,"439"
"1951","2021-01-21",160,"439"
"1952","2021-01-22",147,"439"
"1953","2021-01-23",116,"439"
"1954","2021-01-24",89,"439"
"1955","2021-01-25",607,"439"
"1956","2021-01-26",363,"439"
"1957","2021-01-27",295,"439"
"1958","2021-01-28",350,"439"
"1959","2021-01-29",349,"439"
"1960","2021-01-30",166,"439"
"1961","2021-01-31",61,"439"
"1962","2021-02",488,"439"
"1963","2021-02-01",469,"439"
"1964","2021-02-02",293,"439"
"1965","2021-02-03",268,"439"
"1966","2021-02-04",234,"439"
"1967","2021-02-05",231,"439"
"1968","2021-02-06",129,"439"
"1969","2021-02-07",77,"439"
"1970","2021-02-08",363,"439"
"1971","2021-02-09",213,"439"
"1972","2021-02-10",251,"439"
"1973","2021-02-11",201,"439"
"1974","2021-02-12",283,"439"
"1975","2021-02-13",79,"439"
"1976","2021-02-14",51,"439"
"1977","2021-02-15",378,"439"
"1978","2021-02-16",227,"439"
"1979","2021-02-17",253,"439"
"1980","2021-02-18",248,"439"
"1981","2021-02-19",240,"439"
"1982","2021-02-20",127,"439"
"1983","2021-02-21",64,"439"
"1984","2021-02-22",413,"439"
"1985","2021-02-23",230,"439"
"1986","2021-02-24",218,"439"
"1987","2021-02-25",288,"439"
"1988","2021-02-26",185,"439"
"1989","2021-02-27",118,"439"
"1990","2021-02-28",59,"439"
"1991","2021-03",141,"439"
"1992","2021-03-01",268,"439"
"1993","2021-03-02",259,"439"
"1994","2021-03-03",198,"439"
"1995","2021-03-04",166,"439"
"1996","2021-03-05",176,"439"
"1997","2021-03-06",76,"439"
"1998","2021-03-07",59,"439"
"1999","2021-03-08",264,"439"
"2000","2021-03-09",198,"439"
"2001","2021-03-10",139,"439"
"2002","2021-03-11",130,"439"
"2003","2021-03-12",147,"439"
"2004","2021-03-13",37,"439"
"2005","2021-03-14",26,"439"
"2006","2021-03-15",175,"439"
"2007","2021-03-16",146,"439"
"2008","2021-03-17",122,"439"
"2009","2021-03-18",122,"439"
"2010","2021-03-19",99,"439"
"2011","2021-03-20",40,"439"
"2012","2021-03-21",30,"439"
"2013","2021-03-22",141,"439"
"2014","2021-03-23",97,"439"
"2015","2021-03-24",115,"439"
"2016","2021-03-25",74,"439"
"2017","2021-03-26",85,"439"
"2018","2021-03-27",30,"439"
"2019","2021-03-28",16,"439"
"2020","2021-03-29",139,"439"
"2021","2021-03-30",61,"439"
"2022","2021-03-31",52,"439"
"2023","2021-04",16,"439"
"2024","2021-04-01",76,"439"
"2025","2021-04-02",27,"439"
"2026","2021-04-03",18,"439"
"2027","2021-04-04",16,"439"
"2028","2021-04-05",40,"439"
"2029","2021-04-06",52,"439"
"2030","2021-04-07",35,"439"
"2031","2021-04-08",35,"439"
"2032","2021-04-09",33,"439"
"2033","2021-04-10",29,"439"
"2034","2021-04-11",16,"439"
"2035","2021-04-12",41,"439"
"2036","2021-04-13",56,"439"
"2037","2021-04-14",29,"439"
"2038","2021-04-15",28,"439"
"2039","2021-04-16",37,"439"
"2040","2021-04-17",13,"439"
"2041","2021-04-18",5,"439"
"2042","2021-04-19",22,"439"
"2043","2021-04-20",26,"439"
"2044","2021-04-21",22,"439"
"2045","2021-04-22",17,"439"
"2046","2021-04-23",16,"439"
"2047","2021-04-24",15,"439"
"2048","2021-04-25",14,"439"
"2049","2021-04-26",30,"439"
"2050","2021-04-27",18,"439"
"2051","2021-04-28",15,"439"
"2052","2021-04-29",14,"439"
"2053","2021-04-30",18,"439"
"2054","2021-05",2,"439"
"2055","2021-05-01",15,"439"
"2056","2021-05-02",4,"439"
"2057","2021-05-03",16,"439"
"2058","2021-05-04",21,"439"
"2059","2021-05-05",11,"439"
"2060","2021-05-06",17,"439"
"2061","2021-05-07",16,"439"
"2062","2021-05-08",14,"439"
"2063","2021-05-09",6,"439"
"2064","2021-05-10",13,"439"
"2065","2021-05-11",14,"439"
"2066","2021-05-12",8,"439"
"2067","2021-05-13",12,"439"
"2068","2021-05-14",11,"439"
"2069","2021-05-15",8,"439"
"2070","2021-05-16",10,"439"
"2071","2021-05-17",6,"439"
"2072","2021-05-18",8,"439"
"2073","2021-05-19",5,"439"
"2074","2021-05-20",7,"439"
"2075","2021-05-21",1,"439"
"2076","2021-05-22",2,"439"
"2077","2021-05-23",3,"439"
"2078","2021-05-24",2,"439"
"2079","2021-05-25",3,"439"
"2080","2021-05-26",3,"439"
"2081","2021-05-27",4,"439"
"2082","2021-05-28",4,"439"
"2083","2021-05-29",3,"439"
"2084","2021-05-30",4,"439"
"2085","2021-05-31",1,"439"
"2086","2021-06-01",1,"439"
"2087","2021-06-02",4,"439"
"2088","1978-06-28",1,"484"
"2089","1996-09-13",1,"484"
"2090","2020",25,"484"
"2091","2020-01-01",1,"484"
"2092","2020-02-01",1,"484"
"2093","2020-02-15",3,"484"
"2094","2020-02-24",1,"484"
"2095","2020-03-03",1,"484"
"2096","2020-03-06",1,"484"
"2097","2020-03-09",1,"484"
"2098","2020-03-15",1,"484"
"2099","2020-03-20",1,"484"
"2100","2020-03-21",1,"484"
"2101","2020-03-22",1,"484"
"2102","2020-03-23",1,"484"
"2103","2020-03-27",2,"484"
"2104","2020-03-31",1,"484"
"2105","2020-04-05",1,"484"
"2106","2020-04-06",1,"484"
"2107","2020-04-07",2,"484"
"2108","2020-04-13",1,"484"
"2109","2020-04-15",1,"484"
"2110","2020-04-16",1,"484"
"2111","2020-04-20",3,"484"
"2112","2020-04-21",1,"484"
"2113","2020-04-30",1,"484"
"2114","2020-05-04",1,"484"
"2115","2020-05-05",3,"484"
"2116","2020-05-07",1,"484"
"2117","2020-05-09",1,"484"
"2118","2020-05-18",1,"484"
"2119","2020-05-19",1,"484"
"2120","2020-05-20",9,"484"
"2121","2020-05-21",5,"484"
"2122","2020-05-22",2,"484"
"2123","2020-05-27",1,"484"
"2124","2020-06-01",1,"484"
"2125","2020-06-03",1,"484"
"2126","2020-06-08",1,"484"
"2127","2020-06-15",1,"484"
"2128","2020-06-16",1,"484"
"2129","2020-06-18",2,"484"
"2130","2020-06-19",2,"484"
"2131","2020-06-24",3,"484"
"2132","2020-06-26",2,"484"
"2133","2020-06-30",2,"484"
"2134","2020-07-02",2,"484"
"2135","2020-07-08",1,"484"
"2136","2020-07-09",2,"484"
"2137","2020-07-11",1,"484"
"2138","2020-07-14",3,"484"
"2139","2020-07-15",1,"484"
"2140","2020-07-16",1,"484"
"2141","2020-07-17",1,"484"
"2142","2020-07-18",2,"484"
"2143","2020-07-23",2,"484"
"2144","2020-07-27",1,"484"
"2145","2020-07-28",2,"484"
"2146","2020-07-29",1,"484"
"2147","2020-07-31",1,"484"
"2148","2020-08-06",1,"484"
"2149","2020-08-09",1,"484"
"2150","2020-08-10",2,"484"
"2151","2020-08-11",4,"484"
"2152","2020-08-12",1,"484"
"2153","2020-08-17",4,"484"
"2154","2020-08-18",3,"484"
"2155","2020-08-19",3,"484"
"2156","2020-08-20",2,"484"
"2157","2020-08-22",2,"484"
"2158","2020-08-24",1,"484"
"2159","2020-08-25",8,"484"
"2160","2020-08-26",4,"484"
"2161","2020-08-28",5,"484"
"2162","2020-08-31",3,"484"
"2163","2020-09-01",8,"484"
"2164","2020-09-02",4,"484"
"2165","2020-09-03",4,"484"
"2166","2020-09-04",6,"484"
"2167","2020-09-07",4,"484"
"2168","2020-09-08",5,"484"
"2169","2020-09-09",11,"484"
"2170","2020-09-10",6,"484"
"2171","2020-09-11",6,"484"
"2172","2020-09-12",2,"484"
"2173","2020-09-14",4,"484"
"2174","2020-09-15",9,"484"
"2175","2020-09-16",7,"484"
"2176","2020-09-17",8,"484"
"2177","2020-09-18",13,"484"
"2178","2020-09-19",2,"484"
"2179","2020-09-21",8,"484"
"2180","2020-09-22",5,"484"
"2181","2020-09-23",5,"484"
"2182","2020-09-24",2,"484"
"2183","2020-09-25",7,"484"
"2184","2020-09-26",2,"484"
"2185","2020-09-27",1,"484"
"2186","2020-09-28",16,"484"
"2187","2020-09-29",14,"484"
"2188","2020-09-30",7,"484"
"2189","2020-10",2,"484"
"2190","2020-10-01",6,"484"
"2191","2020-10-02",7,"484"
"2192","2020-10-03",1,"484"
"2193","2020-10-05",4,"484"
"2194","2020-10-06",6,"484"
"2195","2020-10-07",7,"484"
"2196","2020-10-08",4,"484"
"2197","2020-10-09",16,"484"
"2198","2020-10-10",14,"484"
"2199","2020-10-12",17,"484"
"2200","2020-10-13",10,"484"
"2201","2020-10-14",20,"484"
"2202","2020-10-15",22,"484"
"2203","2020-10-16",11,"484"
"2204","2020-10-17",2,"484"
"2205","2020-10-18",2,"484"
"2206","2020-10-19",12,"484"
"2207","2020-10-20",14,"484"
"2208","2020-10-21",19,"484"
"2209","2020-10-22",19,"484"
"2210","2020-10-23",24,"484"
"2211","2020-10-24",9,"484"
"2212","2020-10-25",3,"484"
"2213","2020-10-26",36,"484"
"2214","2020-10-27",29,"484"
"2215","2020-10-28",27,"484"
"2216","2020-10-29",28,"484"
"2217","2020-10-30",24,"484"
"2218","2020-10-31",19,"484"
"2219","2020-11",3,"484"
"2220","2020-11-01",3,"484"
"2221","2020-11-02",48,"484"
"2222","2020-11-03",41,"484"
"2223","2020-11-04",44,"484"
"2224","2020-11-05",35,"484"
"2225","2020-11-06",31,"484"
"2226","2020-11-07",9,"484"
"2227","2020-11-08",1,"484"
"2228","2020-11-09",20,"484"
"2229","2020-11-10",23,"484"
"2230","2020-11-11",25,"484"
"2231","2020-11-12",44,"484"
"2232","2020-11-13",36,"484"
"2233","2020-11-14",12,"484"
"2234","2020-11-15",12,"484"
"2235","2020-11-16",16,"484"
"2236","2020-11-17",23,"484"
"2237","2020-11-18",37,"484"
"2238","2020-11-19",58,"484"
"2239","2020-11-20",50,"484"
"2240","2020-11-21",18,"484"
"2241","2020-11-22",8,"484"
"2242","2020-11-23",53,"484"
"2243","2020-11-24",96,"484"
"2244","2020-11-25",55,"484"
"2245","2020-11-26",32,"484"
"2246","2020-11-27",31,"484"
"2247","2020-11-28",8,"484"
"2248","2020-11-29",10,"484"
"2249","2020-11-30",34,"484"
"2250","2020-12",14,"484"
"2251","2020-12-01",91,"484"
"2252","2020-12-02",30,"484"
"2253","2020-12-03",41,"484"
"2254","2020-12-04",32,"484"
"2255","2020-12-05",21,"484"
"2256","2020-12-06",29,"484"
"2257","2020-12-07",90,"484"
"2258","2020-12-08",43,"484"
"2259","2020-12-09",67,"484"
"2260","2020-12-10",55,"484"
"2261","2020-12-11",43,"484"
"2262","2020-12-12",24,"484"
"2263","2020-12-13",13,"484"
"2264","2020-12-14",103,"484"
"2265","2020-12-15",103,"484"
"2266","2020-12-16",52,"484"
"2267","2020-12-17",95,"484"
"2268","2020-12-18",108,"484"
"2269","2020-12-19",19,"484"
"2270","2020-12-20",35,"484"
"2271","2020-12-21",151,"484"
"2272","2020-12-22",101,"484"
"2273","2020-12-23",107,"484"
"2274","2020-12-24",90,"484"
"2275","2020-12-25",34,"484"
"2276","2020-12-26",55,"484"
"2277","2020-12-27",62,"484"
"2278","2020-12-28",150,"484"
"2279","2020-12-29",185,"484"
"2280","2020-12-30",107,"484"
"2281","2020-12-31",79,"484"
"2282","2021",444,"484"
"2283","2021-01",181,"484"
"2284","2021-01-01",60,"484"
"2285","2021-01-02",100,"484"
"2286","2021-01-03",64,"484"
"2287","2021-01-04",282,"484"
"2288","2021-01-05",241,"484"
"2289","2021-01-06",178,"484"
"2290","2021-01-07",184,"484"
"2291","2021-01-08",201,"484"
"2292","2021-01-09",87,"484"
"2293","2021-01-10",81,"484"
"2294","2021-01-11",253,"484"
"2295","2021-01-12",225,"484"
"2296","2021-01-13",289,"484"
"2297","2021-01-14",222,"484"
"2298","2021-01-15",193,"484"
"2299","2021-01-16",122,"484"
"2300","2021-01-17",92,"484"
"2301","2021-01-18",276,"484"
"2302","2021-01-19",249,"484"
"2303","2021-01-20",210,"484"
"2304","2021-01-21",214,"484"
"2305","2021-01-22",274,"484"
"2306","2021-01-23",134,"484"
"2307","2021-01-24",120,"484"
"2308","2021-01-25",344,"484"
"2309","2021-01-26",320,"484"
"2310","2021-01-27",297,"484"
"2311","2021-01-28",271,"484"
"2312","2021-01-29",256,"484"
"2313","2021-01-30",162,"484"
"2314","2021-01-31",116,"484"
"2315","2021-02",596,"484"
"2316","2021-02-01",393,"484"
"2317","2021-02-02",339,"484"
"2318","2021-02-03",321,"484"
"2319","2021-02-04",276,"484"
"2320","2021-02-05",356,"484"
"2321","2021-02-06",207,"484"
"2322","2021-02-07",159,"484"
"2323","2021-02-08",523,"484"
"2324","2021-02-09",439,"484"
"2325","2021-02-10",373,"484"
"2326","2021-02-11",376,"484"
"2327","2021-02-12",336,"484"
"2328","2021-02-13",218,"484"
"2329","2021-02-14",187,"484"
"2330","2021-02-15",540,"484"
"2331","2021-02-16",510,"484"
"2332","2021-02-17",432,"484"
"2333","2021-02-18",406,"484"
"2334","2021-02-19",436,"484"
"2335","2021-02-20",293,"484"
"2336","2021-02-21",256,"484"
"2337","2021-02-22",715,"484"
"2338","2021-02-23",528,"484"
"2339","2021-02-24",590,"484"
"2340","2021-02-25",472,"484"
"2341","2021-02-26",638,"484"
"2342","2021-02-27",413,"484"
"2343","2021-02-28",287,"484"
"2344","2021-03",1922,"484"
"2345","2021-03-01",854,"484"
"2346","2021-03-02",805,"484"
"2347","2021-03-03",764,"484"
"2348","2021-03-04",654,"484"
"2349","2021-03-05",647,"484"
"2350","2021-03-06",431,"484"
"2351","2021-03-07",347,"484"
"2352","2021-03-08",1123,"484"
"2353","2021-03-09",920,"484"
"2354","2021-03-10",875,"484"
"2355","2021-03-11",825,"484"
"2356","2021-03-12",976,"484"
"2357","2021-03-13",665,"484"
"2358","2021-03-14",511,"484"
"2359","2021-03-15",1275,"484"
"2360","2021-03-16",1166,"484"
"2361","2021-03-17",960,"484"
"2362","2021-03-18",980,"484"
"2363","2021-03-19",991,"484"
"2364","2021-03-20",694,"484"
"2365","2021-03-21",938,"484"
"2366","2021-03-22",1736,"484"
"2367","2021-03-23",1366,"484"
"2368","2021-03-24",1450,"484"
"2369","2021-03-25",1355,"484"
"2370","2021-03-26",1259,"484"
"2371","2021-03-27",936,"484"
"2372","2021-03-28",640,"484"
"2373","2021-03-29",1848,"484"
"2374","2021-03-30",1429,"484"
"2375","2021-03-31",1472,"484"
"2376","2021-04",2891,"484"
"2377","2021-04-01",1482,"484"
"2378","2021-04-02",1227,"484"
"2379","2021-04-03",945,"484"
"2380","2021-04-04",762,"484"
"2381","2021-04-05",1817,"484"
"2382","2021-04-06",1508,"484"
"2383","2021-04-07",1618,"484"
"2384","2021-04-08",1524,"484"
"2385","2021-04-09",1556,"484"
"2386","2021-04-10",1096,"484"
"2387","2021-04-11",808,"484"
"2388","2021-04-12",1935,"484"
"2389","2021-04-13",1651,"484"
"2390","2021-04-14",1675,"484"
"2391","2021-04-15",1479,"484"
"2392","2021-04-16",1285,"484"
"2393","2021-04-17",955,"484"
"2394","2021-04-18",743,"484"
"2395","2021-04-19",1753,"484"
"2396","2021-04-20",1424,"484"
"2397","2021-04-21",1402,"484"
"2398","2021-04-22",1274,"484"
"2399","2021-04-23",1177,"484"
"2400","2021-04-24",731,"484"
"2401","2021-04-25",739,"484"
"2402","2021-04-26",1667,"484"
"2403","2021-04-27",1500,"484"
"2404","2021-04-28",1167,"484"
"2405","2021-04-29",1071,"484"
"2406","2021-04-30",1075,"484"
"2407","2021-05",663,"484"
"2408","2021-05-01",726,"484"
"2409","2021-05-02",566,"484"
"2410","2021-05-03",1448,"484"
"2411","2021-05-04",1121,"484"
"2412","2021-05-05",1125,"484"
"2413","2021-05-06",824,"484"
"2414","2021-05-07",804,"484"
"2415","2021-05-08",487,"484"
"2416","2021-05-09",425,"484"
"2417","2021-05-10",1242,"484"
"2418","2021-05-11",902,"484"
"2419","2021-05-12",806,"484"
"2420","2021-05-13",633,"484"
"2421","2021-05-14",515,"484"
"2422","2021-05-15",366,"484"
"2423","2021-05-16",396,"484"
"2424","2021-05-17",1076,"484"
"2425","2021-05-18",710,"484"
"2426","2021-05-19",588,"484"
"2427","2021-05-20",500,"484"
"2428","2021-05-21",461,"484"
"2429","2021-05-22",188,"484"
"2430","2021-05-23",192,"484"
"2431","2021-05-24",449,"484"
"2432","2021-05-25",526,"484"
"2433","2021-05-26",367,"484"
"2434","2021-05-27",325,"484"
"2435","2021-05-28",177,"484"
"2436","2021-05-29",106,"484"
"2437","2021-05-30",82,"484"
"2438","2021-05-31",98,"484"
"2439","2021-06-01",118,"484"
"2440","2021-06-02",52,"484"
"2441","2021-06-03",35,"484"
"2442","2021-06-04",58,"484"
"2443","2021-06-05",26,"484"
"2444","2021-06-06",12,"484"
"2445","2021-06-07",24,"484"
"2446","2021-06-08",21,"484"
"2447","2020",15,"677"
"2448","2020-02-08",1,"677"
"2449","2020-02-29",1,"677"
"2450","2020-03",9,"677"
"2451","2020-03-03",1,"677"
"2452","2020-03-09",1,"677"
"2453","2020-03-16",1,"677"
"2454","2020-03-17",1,"677"
"2455","2020-03-18",1,"677"
"2456","2020-03-19",1,"677"
"2457","2020-03-20",3,"677"
"2458","2020-03-21",2,"677"
"2459","2020-03-24",1,"677"
"2460","2020-03-26",1,"677"
"2461","2020-03-27",6,"677"
"2462","2020-03-28",3,"677"
"2463","2020-03-30",1,"677"
"2464","2020-03-31",1,"677"
"2465","2020-04",21,"677"
"2466","2020-04-01",3,"677"
"2467","2020-04-02",4,"677"
"2468","2020-04-03",5,"677"
"2469","2020-04-04",1,"677"
"2470","2020-04-05",1,"677"
"2471","2020-04-06",4,"677"
"2472","2020-04-07",5,"677"
"2473","2020-04-09",2,"677"
"2474","2020-04-10",1,"677"
"2475","2020-04-11",2,"677"
"2476","2020-04-12",1,"677"
"2477","2020-04-13",1,"677"
"2478","2020-04-14",5,"677"
"2479","2020-04-15",3,"677"
"2480","2020-04-17",1,"677"
"2481","2020-04-18",2,"677"
"2482","2020-04-19",1,"677"
"2483","2020-04-20",1,"677"
"2484","2020-04-21",2,"677"
"2485","2020-04-22",2,"677"
"2486","2020-04-23",2,"677"
"2487","2020-04-24",2,"677"
"2488","2020-04-25",1,"677"
"2489","2020-04-26",4,"677"
"2490","2020-04-27",1,"677"
"2491","2020-04-28",5,"677"
"2492","2020-04-29",3,"677"
"2493","2020-04-30",3,"677"
"2494","2020-05",4,"677"
"2495","2020-05-02",2,"677"
"2496","2020-05-04",1,"677"
"2497","2020-05-05",3,"677"
"2498","2020-05-06",2,"677"
"2499","2020-05-07",1,"677"
"2500","2020-05-08",1,"677"
"2501","2020-05-09",1,"677"
